category,object,label_en,label_ja
Detailing,v_res_r_figflamenco,Fig Flamenco,
Detailing,v_res_r_figgirl,Fig Girl,
Detailing,v_res_r_figgirlclown,Fig Girl Clown,
Detailing,v_res_r_figoblisk,Fig Oblisk,
Detailing,v_res_r_figpillar,Fig Pillar,
Detailing,v_res_r_teapot,Teapot,
Detailing,v_res_sculpt_dec,Sculpture 1,
Detailing,v_res_sculpt_decd,Sculpture 2,
Detailing,v_res_sculpt_dece,Sculpture 3,
Detailing,v_res_sculpt_decf,Sculpture 4,
Detailing,v_res_skateboard,Skateboard,
Detailing,v_res_sketchpad,Sketchpad,
Detailing,v_res_tissues,Tissues,
Detailing,v_res_tre_basketmess,Basket,
Detailing,v_res_tre_bin,Bin,
Detailing,v_res_tre_cushiona,Cushion 1,
Detailing,v_res_tre_cushionb,Cushion 2,
Detailing,v_res_tre_cushionc,Cushion 3,
Detailing,v_res_tre_cushiond,Cushion 4,
Detailing,v_res_tre_cushnscuzb,Cushion 5,
Detailing,v_res_tre_cushnscuzd,Cushion 6,
Detailing,v_res_tre_fruitbowl,Fruitbowl,
Detailing,v_med_p_sideboard,Sideboard,
Detailing,prop_idol_01,Idol 1,
Detailing,v_res_r_fighorsestnd,Figurine black horse,
Detailing,v_res_r_fighorse,Figurine big horse,
Detailing,v_res_r_figdancer,Figurine dancer,
Detailing,v_res_fa_idol02,olifanten Figurine,
Detailing,v_res_m_statue,Sculpture,
Detailing,v_20_ornaeagle,Figurine adelaar,
Detailing,v_med_p_vaseround,Fase round,
Detailing,ex_mp_h_acc_vase_05,Fase Violet,
Detailing,apa_mp_h_acc_dec_head_01,Art work,
Detailing,apa_mp_h_acc_dec_sculpt_02,Art work 2,
Detailing,ex_mp_h_acc_dec_plate_02,Art work 3,
Detailing,apa_mp_h_acc_bowl_ceramic_01,schaal,
Detailing,apa_mp_h_acc_dec_plate_01,Scale 2,
Detailing,apa_mp_h_acc_vase_01,vase black and white,
Detailing,apa_mp_h_acc_vase_02,vase red,
Detailing,apa_mp_h_acc_vase_05,vase,
Detailing,apa_mp_h_acc_vase_06,vase black and white 2,
Doors,v_ilev_fa_frontdoor,White Door,
Doors,v_ilev_247_offdorr,24/7 Wooden Door,
Doors,v_ilev_arm_secdoor,Security Door,
Doors,v_ilev_bank4door01,Bank Glass Door,
Doors,v_ilev_bk_gate,Fancy Metal Gate,
Doors,v_ilev_cbankcountdoor01,Bank Office Door,
Doors,v_ilev_cd_door,Wooden Door with Glass,
Doors,v_ilev_cm_door1,Light Blue Door,
Doors,v_ilev_dev_door,Black House Door,
Doors,v_ilev_door_orangesolid,Orange Solid Door,
Doors,v_ilev_fa_backdoor,Dirty Glass Door,
Doors,v_ilev_gangsafedoor,Gang Safe Door,
Doors,v_ilev_gc_door02,Office Door,
Doors,v_ilev_janitor_frontdoor,White Mesh Door,
Doors,v_ilev_rc_door1,Yellow Fire Door,
Doors,v_ilev_roc_door2,Solid Red Door,
Doors,v_ilev_sol_off_door01,Solid Wooden Door,
Doors,v_ilev_stad_fdoor,Glass Door with Rails,
Doors,v_ilev_tort_door,Door with Danger Sign,
Doors,v_ilev_trevtraildr,Trailer Door,
Doors,prop_cs_fridge_door,Fridge Door,
Doors,prop_artgallery_dl,White Art Gallery Door,
Doors,prop_bh1_09_mp_l,Weazel Plaza Door,
Doors,prop_bh1_48_backdoor_l,Black Glass Door,
Doors,prop_casino_door_01r,Casino Glass Door,
Doors,prop_cs4_11_door,White Door with Small Window,
Doors,prop_cs6_03_door_r,Antique Wooden Door,
Doors,prop_grumandoor_r,Golden Snake Door,
Doors,prop_motel_door_09,Motel Door,
Doors,prop_fnclink_03gate5,Chainlink Fence,
Walls,ps_wall_aqua,Aqua Wall,
Walls,ps_wall_black,Black Wall,
Walls,ps_wall_green,Green Wall,
Walls,ps_wall_grey,Grey Wall,
Walls,ps_wall_purple,Purple Wall,
Walls,ps_wall_red,Red Wall,
Walls,ps_wall_white,White Wall,
Walls,ps_wall_yellow,Yellow Wall,
Walls,ps_wall_wall,Brick Wall,
Misc,v_corp_facebeanbag,Bean Bag 1,
Misc,v_res_cherubvase,White Vase,
Misc,v_res_d_paddedwall,Padded Wall,
Misc,v_res_d_ramskull,Item,
Misc,v_res_d_whips,Whips,
Misc,v_res_fashmag1,Mags,
Misc,v_res_fashmagopen,Mags Open,
Misc,v_res_fa_magtidy,Mag Tidy,
Misc,v_res_fa_yogamat002,Yoga Mat 1,
Misc,v_res_fa_yogamat1,Yoga Mat 2,
Misc,v_res_fh_aftershavebox,Aftershave,
Misc,v_res_fh_flowersa,Flowers,
Misc,v_res_fh_fruitbowl,Fruitbowl,
Misc,v_res_fh_laundrybasket,Laundry Basket,
Misc,v_res_fh_pouf,Pouf,
Misc,v_res_fh_sculptmod,Sculpture,
Misc,v_res_j_magrack,Mag Rack,
Misc,v_res_jewelbox,Jewel Box,
Misc,v_res_mbbin,Bin,
Misc,v_res_mbowlornate,Ornate Bowl,
Misc,v_res_mbronzvase,Bronze Vase,
Misc,v_res_mchalkbrd,Chalk Board,
Misc,v_res_mddresser,Dresser,
Misc,v_res_mplinth,Linth,
Misc,v_res_mp_ashtrayb,Ashtray,
Misc,v_res_m_candle,Candle,
Misc,v_res_m_candlelrg,Candle Large,
Misc,v_res_m_kscales,Scales,
Misc,v_res_tt_bedpillow,Bed Pillow,
Misc,v_med_cor_whiteboard,whiteboard,
Misc,prop_ashtray_01,asbak black,
Misc,v_ret_fh_ashtray,asbak stone,
Misc,v_24_wdr_mesh_rugs,Rag,
Misc,apa_mp_h_acc_rugwooll_04,Rug 2,
Misc,ex_mp_h_acc_rugwoolm_04,Rug 3,
Misc,apa_mp_h_acc_rugwoolm_03,Rug 4,
Misc,apa_mp_h_acc_rugwooll_03,Rug 5,
Misc,apa_mp_h_acc_rugwoolm_04,Rug 6,
Misc,v_club_rack,kledingrek,
Misc,prop_a4_pile_01,A4 Pile,
Misc,prop_amb_40oz_03,40 oz,
Misc,prop_amb_beer_bottle,Beer,
Misc,prop_aviators_01,Aviators,
Misc,prop_barry_table_detail,Detail,
Misc,prop_beer_box_01,Beers,
Misc,prop_binoc_01,Binoculars,
Misc,prop_blox_spray,Blox Spray,
Misc,prop_bongos_01,Bongos,
Misc,prop_bong_01,Bong,
Misc,prop_boombox_01,Boombox,
Misc,prop_bowl_crisps,Bowl Crisps,
Misc,prop_candy_pqs,Candy,
Misc,prop_carrier_bag_01,Carrier bag,
Misc,prop_ceramic_jug_01,Ceramic Jug,
Misc,prop_cigar_pack_01,Cigar Pack 1,
Misc,prop_cigar_pack_02,Cigar Pack 2,
Misc,prop_cs_beer_box,Beer Box 2,
Misc,prop_cs_binder_01,Binder,
Misc,prop_cs_bs_cup,Cup,
Misc,prop_cs_cashenvelope,Envelope,
Misc,prop_cs_champ_flute,Flute,
Misc,prop_cs_duffel_01,Duffel Bag,
Misc,prop_cs_dvd,DVD,
Misc,prop_cs_dvd_case,DVD Case,
Misc,prop_cs_film_reel_01,Film Reel,
Misc,prop_cs_ilev_blind_01,Blind,
Misc,p_ld_bs_bag_01,Bag,
Misc,prop_cs_ironing_board,Ironing Board,
Misc,prop_cs_katana_01,Katana,
Misc,prop_cs_kettle_01,Kettle,
Misc,prop_cs_lester_crate,Crate,
Misc,prop_cs_petrol_can,Petrol Can,
Misc,prop_cs_sack_01,Sack,
Misc,prop_cs_script_bottle_01,Script Bottle,
Misc,prop_cs_script_bottle,Script Bottle 2,
Misc,prop_cs_street_binbag_01,Bin Bag,
Misc,prop_cs_whiskey_bottle,Whiskey Bottle,
Misc,prop_sh_bong_01,Bong,
Misc,prop_peanut_bowl_01,Peanuts,
Misc,prop_tumbler_01,Tumbler,
Misc,prop_weed_bottle,Weed koker,
Misc,p_cs_lighter_01,Lighter,
Misc,p_cs_papers_01,Rolling papers,
Misc,v_res_d_dildo_f,dildo Black,
Misc,v_res_d_dildo_c,dildo white,
Misc,v_res_d_dildo_a,Mommy's toy,
Misc,prop_champ_cool,Champagne cooler,
Misc,prop_champ_01b,champagnebottle,
Misc,prop_champ_flute,champagneglas,
Misc,ba_prop_club_champset,champagneset,
Misc,v_res_fa_candle01,candle blue,
Misc,v_res_fa_candle02,candle red,
Misc,v_res_fa_candle03,candle black,
Misc,v_res_fa_candle04,candle small,
Misc,v_med_bottles2,Chemicals,
Misc,v_res_desktidy,Office stuf,
Misc,v_med_p_notebook,Note's,
Misc,bkr_prop_weed_dry_01a,mountain of weed,
Misc,ba_prop_battle_trophy_battler,fist trofee,
Misc,ba_prop_battle_trophy_no1,ster trofee,
Misc,prop_golf_bag_01c,Golf bag,
Misc,hei_heist_kit_bin_01,Garbage can,
Misc,prop_wooden_barrel,wooden vat,
Misc,bkr_prop_bkr_cash_scatter_01,scatter,
Misc,bkr_prop_bkr_cashpile_01,Cash,
Misc,bkr_prop_bkr_cash_roll_01,Cash roll,
Misc,bkr_prop_bkr_cashpile_04,pile of cash,
Misc,bkr_prop_weed_bigbag_open_01a,Weed open bag,
Misc,bkr_prop_weed_bigbag_02a,Weed bag 2,
Misc,bkr_prop_weed_bigbag_03a,Weed bag 3,
Misc,bkr_prop_weed_scales_01a,scales,
Misc,bkr_prop_weed_smallbag_01a,small bag,
Misc,prop_gold_bar,Gold Bar,
Misc,beerrow_world,beer bottles,
Misc,beerrow_local,beer bottles 2,
Misc,p_cs_bbbat_01,Bat,
Misc,p_cs_cuffs_02_s,handcuffs,
Misc,p_cs_joint_02,Joint,
Misc,p_ing_coffeecup_01,Coffee mug,
Misc,p_tumbler_cs2_s,Tumbler,
Misc,prop_turkey_leg_01,chicken leg,
Misc,prop_amb_donut,Donut,
Misc,prop_donut_02,Donut 2,
Misc,prop_bar_shots,Bar shots,
Misc,prop_bar_stirrers,Bar stirrers,
Misc,prop_beer_amopen,Beer open,
Misc,prop_beer_blr,Beer 1,
Misc,prop_beer_logger,Beer 2,
Misc,prop_beer_stzopen,Beer 3,
Misc,prop_bikerset,Biker Set,
Misc,prop_bottle_brandy,Bottle brandy,
Misc,prop_tequila_bottle,Tequila bottle,
Misc,prop_tequila,Tequila,
Misc,prop_bottle_cognac,Bottle of Cognac,
Misc,prop_bottle_macbeth,Bottle of Macbeth,
Misc,prop_brandy_glass,Brandy Glass,
Misc,prop_mug_01,Mug 1,
Misc,prop_mug_02,Mug 2,
Misc,prop_mug_03,Mug 3,
Misc,prop_optic_vodka,Vodka,
Misc,prop_optic_jd,JD,
Misc,prop_pint_glass_01,Pint Glass,
Misc,prop_pizza_box_03,Pizza box,
Misc,prop_sandwich_01,Sandwich,
Misc,prop_cava,Cava,
Misc,prop_drink_redwine,Red wine,
Misc,vodkarow,Vodka Row,
Misc,prop_cherenkov_02,Cherenkov,
Misc,prop_cherenkov_03,Cherenkov 2,
Misc,prop_cocktail_glass,Cocktail glass,
Misc,prop_cs_bottle_opener,Fles opener,
Misc,prop_food_bs_chips,Chips,
Misc,prop_cs_burger_01,Burger,
Misc,prop_cs_hand_radio,Hand radio,
Misc,prop_cs_hotdog_01,Hotdog,
Misc,prop_cs_milk_01,Milk,
Misc,prop_cs_panties,Panties,
Misc,prop_cs_steak,Meat,
Misc,v_ret_csr_bin,CSR Bin,
Misc,v_ret_fh_wickbskt,Basket,
Misc,v_ret_gc_bag01,GC Bag 1,
Misc,v_ret_gc_bag02,GC Bag 2,
Misc,v_ret_gc_bin,GC Bin,
Misc,v_ret_gc_cashreg,Cash Register,
Misc,v_ret_gc_chair01,GC Chair 01,
Misc,v_ret_gc_chair02,GC Chair 02,
Misc,v_ret_gc_clock,Clock,
Misc,v_ret_hd_prod1_,Prod 1,
Misc,v_ret_hd_prod2_,Prod 2,
Misc,v_ret_hd_prod3_,Prod 3,
Misc,v_ret_hd_prod4_,Prod 4,
Misc,v_ret_hd_prod5_,Prod 5,
Misc,v_ret_hd_prod6_,Prod 6,
Misc,v_ret_hd_unit1_,HD Unit 1,
Misc,v_ret_hd_unit2_,HD Unit 2,
Misc,v_ret_ml_fridge02,Fridge,
Misc,v_ret_ps_bag_01,Bag 1,
Misc,v_ret_ps_bag_02,Bag 2,
Misc,v_ret_ta_book1,Book 1,
Misc,v_ret_ta_book2,Book 2,
Misc,v_ret_ta_book3,Book 3,
Misc,v_ret_ta_book4,Book 4,
Misc,v_ret_ta_camera,Cam,
Misc,v_ret_ta_firstaid,First Aid,
Misc,v_ret_ta_hero,Hero,
Misc,v_ret_ta_mag1,Mag 1,
Misc,v_ret_ta_mag2,Mag 2,
Misc,v_ret_ta_skull,Skull,
Misc,prop_acc_guitar_01,Guitar,
Misc,prop_amb_handbag_01,Handbag,
Misc,prop_attache_case_01,Case,
Misc,prop_big_bag_01,Big Bag,
Misc,prop_bonesaw,Bonesaw,
Misc,prop_cs_fertilizer,Fertilizer,
Misc,prop_cs_shopping_bag,Shopping Bag,
Misc,prop_cs_vial_01,Vial,
Misc,prop_defilied_ragdoll_01,Ragdoll,
Misc,v_res_fa_book03,boek kamasutra,
Misc,prop_weight_rack_02,dumbbellrek,
Misc,prop_weight_bench_02,Couchdrukset,
Misc,prop_tool_broom,Broom,
Misc,prop_fire_exting_2a,Fire extinguisher,
Misc,v_res_vacuum,vacuum cleaner,
Misc,v_ret_gc_fan,Fan,
Misc,prop_paint_stepl01b,ladder,
Misc,bkr_prop_weed_bucket_01b,Fertilizer,
Misc,v_club_vusnaketank,terrarium,
Misc,prop_pooltable_02,poolTable,
Misc,prop_pool_rack_02,poolcues,
Misc,v_club_vu_deckcase,dj set,
Misc,v_corp_servercln,serverrack,
Misc,prop_dummy_01,Dummy,
Misc,prop_egg_clock_01,Egg Clock,
Misc,prop_el_guitar_01,E Guitar 1,
Misc,prop_el_guitar_02,E Guitar 2,
Misc,prop_el_guitar_03,E Guitar 2,
Misc,prop_feed_sack_01,Feed Sack,
Misc,prop_floor_duster_01,Floor Duster,
Misc,prop_fruit_basket,Fruit Basket,
Misc,prop_f_duster_02,Duster,
Misc,prop_grapes_02,Grapes,
Misc,prop_hotel_clock_01,Hotel Clock,
Misc,prop_idol_case_01,Idol Case,
Misc,prop_jewel_02a,Jewels,
Misc,prop_jewel_02b,Jewels,
Misc,prop_jewel_02c,Jewels,
Misc,prop_jewel_03a,Jewels,
Misc,prop_jewel_03b,Jewels,
Misc,prop_jewel_04a,Jewels,
Misc,prop_jewel_04b,Jewels,
Misc,prop_j_disptray_01,Display Tray,
Misc,prop_j_disptray_01b,Display Tray,
Misc,prop_j_disptray_02,Display Tray,
Misc,prop_j_disptray_03,Display Tray,
Misc,prop_j_disptray_04,Display Tray,
Misc,prop_j_disptray_04b,Display Tray,
Misc,prop_j_disptray_05,Display Tray,
Misc,prop_j_disptray_05b,Display Tray,
Misc,prop_ld_greenscreen_01,Green Screen,
Misc,prop_ld_handbag,Handbag,
Misc,prop_ld_jerrycan_01,Jerry Can,
Misc,prop_ld_keypad_01,Keypad 1,
Misc,prop_ld_keypad_01b,Keypad 2,
Misc,prop_ld_suitcase_01,Suitcase 1,
Misc,prop_ld_suitcase_02,Suitcase 2,
Misc,hei_p_attache_case_shut,Suitcase 3,
Misc,prop_mr_rasberryclean,Rasberry Clean,
Misc,prop_paper_bag_01,Paper Bag,
Misc,prop_shopping_bags01,Shopping Bags,
Misc,prop_shopping_bags02,Shopping Bags 2,
Misc,prop_yoga_mat_01,Yoga Mat 1,
Misc,prop_yoga_mat_02,Yoga Mat 2,
Misc,prop_yoga_mat_03,Yoga Mat 3,
Misc,p_ld_sax,Sax,
Misc,p_ld_soc_ball_01,SOCCER Ball,
Misc,p_watch_01,Watch 1,
Misc,p_watch_02,Watch 2,
Misc,p_watch_03,Watch 3,
Misc,p_watch_04,Watch 4,
Misc,p_watch_05,Watch 5,
Misc,p_watch_06,Watch 6,
Misc,apa_mp_h_acc_candles_01,candle,
Misc,apa_mp_h_acc_candles_02,candle 2,
Misc,apa_mp_h_acc_candles_04,candle 3,
Misc,apa_mp_h_acc_candles_06,candle 4,
Misc,apa_mp_h_acc_fruitbowl_02,fruit bowl,
Misc,apa_mp_h_acc_tray_01,thingies,
Misc,prop_bskball_01,Basketball,
Misc,prop_cs_wrench,Wrench,
Misc,prop_cs_bowie_knife,Bowie Knife,
Misc,prop_w_me_hatchet,Hatchet,
